loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
4700,60 months,10.41,100.81,B,5 years,MORTGAGE,87500,Source Verified,debt_consolidation,13.69,1,700,65.8,Fully Paid
11100,36 months,10.69,361.77,B,10+ years,RENT,30400,Not Verified,debt_consolidation,20.82,0,719,38.2,Fully Paid
40000,60 months,6.48,782.27,A,10+ years,RENT,66500,Verified,debt_consolidation,10.47,0,749,64.1,Fully Paid
24900,36 months,11.87,825.49,B,2 years,MORTGAGE,28600,Not Verified,debt_consolidation,15.69,1,719,57.6,Fully Paid
21500,36 months,10.19,695.66,B,10+ years,MORTGAGE,59000,Not Verified,debt_consolidation,22.94,2,699,17.0,Fully Paid
28700,60 months,7.95,581.25,A,10+ years,OWN,100700,Not Verified,credit_card,19.15,0,759,54.3,Fully Paid
19800,60 months,15.42,475.42,D,7 years,RENT,40700,Source Verified,debt_consolidation,41.92,0,684,87.6,Charged Off
5700,36 months,9.68,183.07,B,10+ years,RENT,42000,Not Verified,debt_consolidation,21.04,0,732,35.5,Fully Paid
14000,36 months,5.97,425.72,A,10+ years,RENT,69800,Verified,debt_consolidation,18.04,0,751,18.9,Fully Paid
14800,60 months,10.17,315.7,B,2 years,RENT,51800,Source Verified,debt_consolidation,26.62,1,720,71.1,Fully Paid
5200,36 months,16.56,184.26,D,4 years,OWN,115000,Source Verified,debt_consolidation,10.68,0,677,30.7,Charged Off
34500,36 months,25.68,1384.15,F,8 years,OWN,157500,Source Verified,debt_consolidation,15.39,0,671,59.8,Fully Paid
14400,36 months,17.02,513.54,D,5 years,MORTGAGE,167700,Source Verified,credit_card,14.54,0,698,13.1,Fully Paid
17300,36 months,10.27,560.42,B,10+ years,OWN,87400,Verified,debt_consolidation,22.79,0,711,83.0,Fully Paid
15000,36 months,13.99,512.59,C,1 year,RENT,38300,Not Verified,debt_consolidation,37.79,0,686,49.6,Charged Off
8200,60 months,17.2,204.67,D,5 years,MORTGAGE,107200,Verified,credit_card,22.83,0,668,38.3,Fully Paid
12100,36 months,13.63,411.38,C,10+ years,MORTGAGE,53500,Source Verified,major_purchase,17.32,0,702,34.8,Fully Paid
40000,36 months,17.22,1430.49,D,4 years,RENT,52000,Not Verified,medical,21.86,0,677,65.8,Fully Paid
5900,36 months,14.44,202.91,C,5 years,RENT,22300,Source Verified,debt_consolidation,29.03,1,704,8.6,Fully Paid
12200,36 months,13.3,412.83,C,10+ years,MORTGAGE,57800,Verified,debt_consolidation,11.5,1,697,17.7,Fully Paid
18800,36 months,10.78,613.53,B,< 1 year,MORTGAGE,79000,Not Verified,debt_consolidation,33.03,1,704,71.4,Charged Off
13500,36 months,12.95,454.54,C,5 years,RENT,121900,Not Verified,debt_consolidation,25.32,0,701,57.9,Fully Paid
6500,60 months,7.29,129.6,A,7 years,RENT,49900,Source Verified,credit_card,21.7,1,750,72.1,Fully Paid
16300,36 months,13.98,556.94,C,< 1 year,OWN,34400,Verified,home_improvement,8.21,0,718,71.4,Fully Paid
8900,36 months,17.32,318.73,D,10+ years,RENT,47400,Verified,credit_card,16.25,0,710,31.8,Fully Paid
10700,36 months,17.38,383.51,D,9 years,MORTGAGE,50200,Verified,debt_consolidation,13.06,1,690,46.3,Fully Paid
24400,36 months,21.44,924.79,E,< 1 year,RENT,55900,Source Verified,debt_consolidation,9.82,0,673,30.0,Fully Paid
6000,36 months,13.18,202.68,C,5 years,MORTGAGE,14300,Source Verified,credit_card,12.26,1,682,10.2,Fully Paid
17200,36 months,9.93,554.43,B,10+ years,MORTGAGE,59100,Source Verified,debt_consolidation,29.11,1,721,34.1,Fully Paid
20700,36 months,15.17,719.3,C,10+ years,RENT,55300,Verified,debt_consolidation,25.64,0,719,19.5,Fully Paid
28300,36 months,11.25,929.86,B,10+ years,RENT,99800,Source Verified,debt_consolidation,23.6,0,707,60.6,Fully Paid
24000,36 months,19.57,886.68,E,10+ years,RENT,127300,Not Verified,credit_card,4.51,1,675,26.9,Fully Paid
9500,36 months,10.95,310.79,B,10+ years,MORTGAGE,58400,Not Verified,debt_consolidation,16.92,0,716,57.1,Fully Paid
4700,36 months,15.58,164.27,D,3 years,RENT,94800,Not Verified,debt_consolidation,7.92,0,678,60.3,Charged Off
13100,60 months,7.36,261.63,A,5 years,RENT,84100,Verified,debt_consolidation,13.39,1,728,48.6,Charged Off
6400,60 months,9.9,135.67,B,2 years,RENT,70500,Verified,debt_consolidation,21.21,0,741,40.8,Fully Paid
8000,36 months,9.65,256.82,B,6 years,RENT,54600,Verified,credit_card,13.05,0,703,40.9,Charged Off
6700,36 months,8.9,212.75,B,3 years,RENT,35700,Source Verified,debt_consolidation,10.98,1,711,44.0,Fully Paid
25000,60 months,21.75,686.92,E,10+ years,OTHER,48800,Source Verified,home_improvement,18.91,2,680,40.8,Charged Off
13600,36 months,18.0,491.67,D,6 years,MORTGAGE,67000,Verified,debt_consolidation,17.66,0,682,50.9,Fully Paid
10100,36 months,18.11,365.7,E,10+ years,RENT,42600,Verified,debt_consolidation,43.42,0,661,69.1,Fully Paid
26100,36 months,10.58,849.3,B,10+ years,RENT,45000,Verified,major_purchase,17.03,0,713,10.5,Fully Paid
9600,36 months,17.23,343.37,D,10+ years,RENT,28900,Source Verified,medical,28.63,1,678,68.7,Fully Paid
6300,36 months,11.28,207.09,B,10+ years,RENT,85600,Not Verified,credit_card,8.45,0,705,38.8,Fully Paid
25500,36 months,8.97,810.54,B,8 years,RENT,104400,Verified,credit_card,8.9,2,737,64.6,Fully Paid
8700,36 months,11.54,287.06,B,10+ years,MORTGAGE,92600,Not Verified,debt_consolidation,9.94,0,720,52.2,Fully Paid
17500,36 months,17.37,627.15,D,10+ years,MORTGAGE,28300,Not Verified,debt_consolidation,16.32,0,673,62.6,Charged Off
9600,36 months,13.42,325.41,C,4 years,OWN,100200,Verified,credit_card,39.31,0,698,50.4,Fully Paid
14500,36 months,17.93,523.7,D,7 years,RENT,81200,Verified,debt_consolidation,24.86,0,667,68.9,Charged Off
14800,36 months,7.92,463.23,B,1 year,RENT,162500,Not Verified,credit_card,20.33,0,720,74.6,Fully Paid
6800,60 months,17.04,169.14,D,7 years,MORTGAGE,42000,Verified,debt_consolidation,18.25,0,678,27.0,Charged Off
1900,60 months,14.56,44.76,D,1 year,MORTGAGE,59100,Not Verified,debt_consolidation,12.68,1,681,67.4,Fully Paid
8000,36 months,7.37,248.37,A,3 years,MORTGAGE,64600,Verified,debt_consolidation,21.54,0,734,34.5,Fully Paid
5100,36 months,9.96,164.47,B,,RENT,72400,Verified,debt_consolidation,27.72,0,724,22.9,Fully Paid
8400,60 months,7.75,169.32,A,10+ years,MORTGAGE,125400,Verified,debt_consolidation,20.97,0,723,18.9,Fully Paid
16900,36 months,17.93,610.38,D,3 years,MORTGAGE,56500,Verified,debt_consolidation,21.09,0,707,26.2,Fully Paid
21000,36 months,7.65,654.68,A,6 years,MORTGAGE,111600,Not Verified,debt_consolidation,23.5,0,757,60.9,Fully Paid
5900,36 months,15.87,207.05,D,10+ years,RENT,47300,Not Verified,major_purchase,33.73,0,685,56.2,Fully Paid
11700,60 months,10.97,254.21,B,5 years,RENT,61600,Verified,credit_card,27.69,0,711,57.6,Fully Paid
10800,60 months,17.27,269.98,D,2 years,MORTGAGE,29100,Verified,small_business,21.74,0,662,34.9,Fully Paid
5900,36 months,19.33,217.26,E,1 year,RENT,124600,Source Verified,credit_card,8.77,0,669,39.1,Fully Paid
31800,36 months,17.79,1146.3,D,4 years,MORTGAGE,68000,Source Verified,major_purchase,16.98,0,652,85.0,Fully Paid
10800,60 months,10.36,231.39,B,1 year,MORTGAGE,147500,Verified,credit_card,12.82,0,721,11.0,Fully Paid
9200,36 months,12.91,309.59,C,2 years,MORTGAGE,79600,Verified,car,21.61,0,691,25.0,Fully Paid
13300,60 months,7.01,263.42,A,2 years,RENT,65100,Not Verified,debt_consolidation,22.46,2,750,31.6,Fully Paid
9000,36 months,10.71,293.41,B,,RENT,51600,Not Verified,debt_consolidation,13.43,0,726,75.1,Fully Paid
32400,36 months,11.31,1065.5,B,4 years,RENT,60100,Verified,credit_card,14.02,1,726,27.1,Fully Paid
10300,60 months,9.66,217.13,B,< 1 year,RENT,75300,Verified,debt_consolidation,17.42,0,717,90.2,Charged Off
12300,36 months,13.6,418.0,C,10+ years,RENT,95200,Source Verified,home_improvement,9.64,0,713,67.7,Fully Paid
19000,60 months,7.05,376.67,A,1 year,MORTGAGE,34100,Not Verified,credit_card,12.96,1,759,86.0,Fully Paid
11200,60 months,13.36,256.9,C,10+ years,MORTGAGE,35300,Not Verified,other,29.24,0,709,49.0,Charged Off
15200,60 months,13.92,353.05,C,4 years,RENT,187400,Not Verified,debt_consolidation,10.97,0,712,21.9,Fully Paid
20800,36 months,6.84,640.72,A,10+ years,MORTGAGE,21900,Verified,debt_consolidation,14.48,0,757,,Fully Paid
14100,36 months,11.98,468.19,B,10+ years,MORTGAGE,34200,Verified,debt_consolidation,21.09,0,737,22.0,Fully Paid
25200,60 months,7.85,509.16,B,10+ years,MORTGAGE,75300,Source Verified,debt_consolidation,21.59,0,711,36.1,Charged Off
25200,36 months,19.3,927.56,E,10+ years,RENT,107400,Not Verified,debt_consolidation,19.57,0,643,77.4,Charged Off
11200,60 months,13.81,259.5,D,1 year,RENT,48100,Verified,credit_card,7.09,0,689,34.9,Fully Paid
16200,36 months,6.45,496.15,A,,RENT,83600,Verified,debt_consolidation,19.1,1,755,67.7,Fully Paid
12200,36 months,6.87,375.98,A,10+ years,RENT,66100,Source Verified,small_business,9.41,1,737,68.8,Fully Paid
21000,36 months,10.99,687.41,B,7 years,MORTGAGE,30400,Source Verified,debt_consolidation,14.85,1,704,69.8,Fully Paid
12600,60 months,7.35,251.58,A,10+ years,RENT,176100,Source Verified,debt_consolidation,12.8,0,747,56.7,Fully Paid
7800,36 months,15.51,272.34,C,< 1 year,OWN,136000,Not Verified,credit_card,24.0,0,696,51.0,Fully Paid
13000,36 months,11.11,426.28,B,10+ years,MORTGAGE,48100,Verified,debt_consolidation,14.02,1,709,32.9,Charged Off
17100,36 months,8.61,540.68,A,6 years,MORTGAGE,95700,Verified,debt_consolidation,10.35,0,732,34.9,Fully Paid
12200,36 months,14.73,421.31,C,10+ years,RENT,37200,Verified,credit_card,28.34,0,704,35.8,Fully Paid
10300,60 months,20.73,277.09,E,8 years,OWN,21300,Source Verified,debt_consolidation,16.75,0,668,23.1,Fully Paid
10600,36 months,15.75,371.36,D,10+ years,OWN,55000,Verified,debt_consolidation,28.28,0,685,86.5,Charged Off
13500,36 months,13.74,459.7,C,2 years,MORTGAGE,74800,Verified,debt_consolidation,9.16,0,706,33.0,Fully Paid
9200,60 months,10.91,199.62,B,4 years,MORTGAGE,129800,Verified,debt_consolidation,25.41,0,712,26.7,Fully Paid
7100,36 months,16.29,250.63,D,10+ years,OWN,89000,Not Verified,major_purchase,13.85,1,658,33.7,Fully Paid
9200,60 months,8.4,188.31,A,1 year,MORTGAGE,70400,Not Verified,medical,16.07,0,718,54.8,Fully Paid
22000,36 months,13.74,749.13,D,,MORTGAGE,25700,Source Verified,debt_consolidation,21.69,0,694,65.4,Charged Off
26000,36 months,22.24,996.18,E,7 years,MORTGAGE,125600,Verified,credit_card,8.24,1,683,54.8,Charged Off
11900,36 months,19.52,439.34,E,5 years,RENT,72100,Verified,debt_consolidation,11.65,0,668,69.0,Charged Off
12300,36 months,12.66,412.42,C,4 years,MORTGAGE,44200,Verified,debt_consolidation,6.77,0,697,29.9,Fully Paid
7500,60 months,19.49,196.58,E,,MORTGAGE,113700,Verified,debt_consolidation,19.62,1,668,78.8,Charged Off
5900,36 months,11.87,195.6,B,6 years,MORTGAGE,73400,Source Verified,debt_consolidation,19.64,1,681,65.6,Fully Paid
11700,36 months,6.05,356.2,A,10+ years,OTHER,131500,Source Verified,debt_consolidation,13.35,0,744,88.5,Fully Paid
5500,36 months,23.6,214.63,F,3 years,RENT,62700,Source Verified,debt_consolidation,10.93,0,678,41.8,Charged Off
15900,60 months,11.13,346.74,C,8 years,MORTGAGE,33800,Not Verified,home_improvement,6.97,0,687,31.7,Charged Off
9200,60 months,13.14,209.99,B,,MORTGAGE,30900,Source Verified,car,22.62,1,698,39.3,Fully Paid
14600,36 months,9.46,467.41,B,10+ years,RENT,70000,Not Verified,debt_consolidation,10.55,0,732,55.4,Fully Paid
11500,36 months,9.38,367.73,B,10+ years,MORTGAGE,48700,Source Verified,debt_consolidation,18.67,0,733,50.8,Fully Paid
9000,60 months,12.48,202.39,C,10+ years,OWN,32000,Source Verified,debt_consolidation,12.34,0,698,46.4,Charged Off
6600,36 months,13.03,222.48,C,2 years,RENT,44400,Not Verified,debt_consolidation,18.8,0,710,73.2,Fully Paid
19500,60 months,11.63,430.13,C,5 years,MORTGAGE,68900,Not Verified,debt_consolidation,13.57,1,703,55.7,Fully Paid
4700,36 months,12.63,157.53,C,2 years,RENT,62700,Source Verified,debt_consolidation,19.06,2,695,50.4,Fully Paid
35400,36 months,6.94,1092.08,A,5 years,RENT,83300,Verified,major_purchase,19.1,1,756,47.3,Fully Paid
26600,36 months,12.22,886.3,C,3 years,RENT,48400,Verified,debt_consolidation,15.17,0,706,96.6,Charged Off
15100,36 months,12.06,501.97,B,8 years,MORTGAGE,46300,Not Verified,debt_consolidation,17.59,2,715,29.7,Fully Paid
16000,36 months,19.36,589.41,E,10+ years,MORTGAGE,30800,Not Verified,debt_consolidation,37.38,0,682,,Charged Off
17400,36 months,6.67,534.64,A,5 years,MORTGAGE,51300,Not Verified,medical,9.53,3,736,39.3,Fully Paid
17300,36 months,7.72,539.89,A,10+ years,OWN,63800,Verified,home_improvement,9.09,0,751,11.2,Fully Paid
21400,36 months,16.86,761.48,D,10+ years,MORTGAGE,111200,Verified,debt_consolidation,9.86,0,680,66.1,Fully Paid
25500,60 months,7.46,510.48,A,10+ years,RENT,92700,Source Verified,debt_consolidation,7.31,1,736,21.0,Fully Paid
4900,36 months,28.5,204.01,F,10+ years,RENT,52300,Not Verified,credit_card,41.33,0,692,62.6,Fully Paid
12700,36 months,16.03,446.68,D,10+ years,RENT,107500,Source Verified,credit_card,13.4,0,712,49.6,Fully Paid
12100,36 months,6.73,372.12,A,3 years,OWN,39400,Source Verified,debt_consolidation,19.86,0,725,53.1,Fully Paid
17500,36 months,14.28,600.49,C,10+ years,MORTGAGE,33100,Source Verified,debt_consolidation,6.74,0,689,80.2,Fully Paid
11600,36 months,10.15,375.12,B,1 year,MORTGAGE,63400,Not Verified,debt_consolidation,6.99,1,700,67.9,Fully Paid
5700,36 months,7.31,176.81,A,10+ years,MORTGAGE,56200,Source Verified,debt_consolidation,14.09,1,743,45.6,Fully Paid
8700,60 months,16.23,212.63,D,9 years,MORTGAGE,108000,Not Verified,debt_consolidation,9.66,0,686,20.5,Fully Paid
24200,60 months,13.76,560.09,C,10+ years,RENT,59100,Verified,debt_consolidation,14.66,0,694,87.2,Charged Off
4800,36 months,6.72,147.6,A,10+ years,MORTGAGE,104600,Verified,debt_consolidation,19.05,0,724,41.1,Fully Paid
11400,36 months,16.99,406.38,D,,RENT,83000,Not Verified,debt_consolidation,7.97,0,682,34.0,Fully Paid
20900,36 months,19.89,775.55,E,3 years,MORTGAGE,83900,Not Verified,debt_consolidation,13.12,0,667,59.0,Charged Off
35800,36 months,13.85,1220.95,C,3 years,MORTGAGE,58700,Not Verified,debt_consolidation,17.69,1,695,37.2,Fully Paid
9000,36 months,13.8,306.73,C,10+ years,MORTGAGE,36600,Verified,debt_consolidation,6.35,0,691,13.0,Fully Paid
8100,36 months,16.22,285.65,D,8 years,RENT,117700,Not Verified,credit_card,17.38,1,676,58.3,Fully Paid
32700,60 months,11.64,721.46,B,10+ years,RENT,70300,Not Verified,debt_consolidation,29.58,0,717,95.1,Fully Paid
7900,36 months,9.09,251.55,B,10+ years,RENT,46900,Not Verified,major_purchase,28.14,0,707,26.5,Charged Off
10100,36 months,19.53,372.94,E,10+ years,RENT,50300,Verified,debt_consolidation,32.8,0,675,54.2,Fully Paid
12100,36 months,12.87,406.94,C,8 years,OWN,122700,Source Verified,debt_consolidation,20.57,0,701,66.7,Fully Paid
10100,60 months,10.1,215.09,B,4 years,RENT,80500,Not Verified,debt_consolidation,15.73,0,698,69.4,Fully Paid
17300,36 months,10.74,564.25,C,10+ years,MORTGAGE,76400,Not Verified,credit_card,20.02,0,692,73.2,Fully Paid
2800,36 months,7.26,86.79,A,< 1 year,MORTGAGE,78500,Source Verified,debt_consolidation,27.87,0,737,38.3,Fully Paid
6900,36 months,11.8,228.52,C,9 years,RENT,156000,Verified,credit_card,12.71,0,721,65.4,Fully Paid
8100,36 months,7.42,251.66,A,9 years,RENT,133000,Verified,debt_consolidation,14.72,0,761,36.1,Fully Paid
40000,36 months,12.2,1332.4,C,9 years,MORTGAGE,45500,Verified,credit_card,50.0,0,707,26.1,Fully Paid
6100,36 months,11.99,202.58,B,4 years,RENT,52600,Not Verified,debt_consolidation,19.15,1,724,34.2,Fully Paid
7400,36 months,22.55,284.72,E,10+ years,MORTGAGE,97300,Source Verified,credit_card,15.51,0,669,30.2,Fully Paid
20000,36 months,10.87,653.54,B,5 years,MORTGAGE,72900,Source Verified,credit_card,12.2,2,713,29.3,Fully Paid
6400,36 months,22.77,246.98,F,10+ years,MORTGAGE,60800,Not Verified,debt_consolidation,20.78,0,665,48.3,Charged Off
14200,36 months,6.09,432.57,A,10+ years,OWN,39300,Not Verified,other,34.56,0,729,85.1,Charged Off
14400,36 months,11.19,472.73,B,7 years,MORTGAGE,53700,Verified,credit_card,17.79,0,706,52.5,Fully Paid
4400,36 months,17.87,158.78,D,10+ years,OWN,78500,Source Verified,credit_card,16.65,0,684,93.4,Charged Off
16900,36 months,10.25,547.3,B,6 years,MORTGAGE,101200,Verified,debt_consolidation,24.87,0,738,36.9,Fully Paid
18500,36 months,7.77,577.76,A,< 1 year,MORTGAGE,52600,Not Verified,debt_consolidation,15.7,0,737,58.4,Fully Paid
4600,36 months,9.48,147.31,B,10+ years,RENT,186000,Verified,debt_consolidation,18.84,0,729,35.7,Fully Paid
19900,36 months,12.43,665.06,B,10+ years,RENT,89900,Source Verified,debt_consolidation,13.96,0,694,43.2,Fully Paid
8900,36 months,9.29,284.22,B,5 years,RENT,32600,Verified,credit_card,12.35,2,712,34.7,Fully Paid
12500,36 months,13.98,427.1,C,4 years,MORTGAGE,36700,Not Verified,debt_consolidation,22.6,0,707,6.6,Fully Paid
6900,36 months,11.06,226.09,B,< 1 year,MORTGAGE,92900,Not Verified,major_purchase,18.22,0,716,18.7,Fully Paid
21200,36 months,16.29,748.37,D,10+ years,MORTGAGE,93000,Source Verified,credit_card,14.86,0,684,19.8,Fully Paid
26400,36 months,30.0,1120.72,G,5 years,MORTGAGE,63200,Source Verified,debt_consolidation,21.9,0,668,25.3,Fully Paid
8300,36 months,13.44,281.42,C,1 year,RENT,51500,Not Verified,home_improvement,4.53,1,700,20.9,Fully Paid
12800,60 months,16.25,312.97,D,10+ years,RENT,55000,Verified,home_improvement,32.01,0,694,12.9,Charged Off
27100,36 months,17.02,966.46,E,2 years,MORTGAGE,177300,Source Verified,debt_consolidation,10.09,0,671,26.9,Fully Paid
22000,36 months,13.6,747.64,C,8 years,MORTGAGE,109500,Verified,credit_card,19.88,0,688,39.1,Fully Paid
11800,60 months,13.38,270.79,C,10+ years,MORTGAGE,158900,Not Verified,debt_consolidation,14.78,0,697,62.1,Fully Paid
9200,36 months,12.55,307.99,C,1 year,MORTGAGE,34100,Not Verified,major_purchase,10.0,0,696,72.8,Fully Paid
10900,60 months,10.33,233.37,B,5 years,MORTGAGE,56900,Source Verified,debt_consolidation,15.81,0,704,36.0,Fully Paid
10100,36 months,9.42,323.16,B,4 years,MORTGAGE,42100,Source Verified,debt_consolidation,29.48,0,727,86.2,Fully Paid
11900,36 months,7.51,370.22,A,8 years,RENT,112100,Source Verified,credit_card,17.91,1,750,57.8,Fully Paid
9700,36 months,17.59,348.69,D,2 years,RENT,32100,Not Verified,major_purchase,10.78,0,683,68.5,Fully Paid
40000,60 months,19.94,1058.42,E,6 years,MORTGAGE,42900,Not Verified,major_purchase,20.53,0,651,55.8,Charged Off
8200,36 months,6.89,252.78,A,8 years,RENT,38900,Not Verified,debt_consolidation,22.69,0,754,84.7,Fully Paid
26900,36 months,6.9,829.36,A,6 years,MORTGAGE,92000,Verified,debt_consolidation,15.22,2,762,68.9,Fully Paid
6500,36 months,17.97,234.89,E,10+ years,RENT,64600,Not Verified,debt_consolidation,18.27,0,675,33.9,Fully Paid
3700,36 months,10.48,120.22,B,7 years,MORTGAGE,32000,Not Verified,debt_consolidation,21.18,0,709,55.7,Fully Paid
24000,36 months,12.68,804.96,C,< 1 year,MORTGAGE,79100,Verified,debt_consolidation,34.47,0,696,33.5,Fully Paid
4700,36 months,16.92,167.38,D,4 years,RENT,90200,Source Verified,other,9.58,1,683,,Fully Paid
15600,60 months,7.89,315.49,A,,MORTGAGE,97300,Not Verified,debt_consolidation,30.9,1,744,68.4,Fully Paid
5200,36 months,8.09,163.17,A,3 years,RENT,77100,Not Verified,debt_consolidation,20.58,0,755,43.0,Fully Paid
11900,36 months,21.28,450.05,E,< 1 year,MORTGAGE,51400,Verified,debt_consolidation,12.3,1,676,31.4,Fully Paid
40000,36 months,17.69,1439.88,D,5 years,RENT,29200,Verified,credit_card,43.24,0,688,96.1,Fully Paid
28900,36 months,14.19,990.4,C,10+ years,RENT,90700,Not Verified,debt_consolidation,27.84,0,697,48.4,Fully Paid
15300,36 months,18.6,557.75,D,9 years,MORTGAGE,124100,Not Verified,debt_consolidation,18.07,0,697,68.0,Fully Paid
38000,36 months,15.19,1320.82,D,6 years,MORTGAGE,68300,Not Verified,credit_card,10.0,0,687,49.5,Fully Paid
13900,36 months,9.84,447.47,B,9 years,OWN,57300,Verified,credit_card,49.31,1,715,81.6,Charged Off
6900,60 months,16.79,170.7,D,7 years,RENT,88500,Source Verified,debt_consolidation,8.38,0,690,84.7,Fully Paid
25400,36 months,12.04,844.13,B,7 years,OWN,58100,Not Verified,debt_consolidation,9.32,0,722,52.8,Fully Paid
23600,36 months,6.86,727.19,A,10+ years,MORTGAGE,94800,Not Verified,home_improvement,13.05,0,735,53.2,Fully Paid
7200,60 months,14.51,169.44,C,10+ years,MORTGAGE,42700,Verified,medical,7.52,1,716,14.1,Fully Paid
10500,36 months,7.75,327.82,A,10+ years,MORTGAGE,86600,Source Verified,small_business,32.32,0,729,39.2,Charged Off
22400,36 months,6.2,683.48,A,5 years,RENT,44800,Source Verified,debt_consolidation,21.91,0,766,44.6,Fully Paid
8200,36 months,11.31,269.66,B,10+ years,MORTGAGE,46200,Not Verified,debt_consolidation,44.87,0,721,82.0,Fully Paid
8200,60 months,17.31,205.16,D,10+ years,MORTGAGE,160600,Not Verified,debt_consolidation,17.16,1,681,84.4,Fully Paid
10300,36 months,19.02,377.66,E,6 years,RENT,49600,Not Verified,debt_consolidation,47.24,1,663,66.9,Charged Off
11400,36 months,18.03,412.31,E,6 years,OWN,43700,Verified,credit_card,14.85,1,683,78.6,Fully Paid
15800,60 months,10.2,337.26,B,10+ years,MORTGAGE,64300,Verified,debt_consolidation,15.23,1,704,48.2,Fully Paid
14300,60 months,8.64,294.35,B,10+ years,MORTGAGE,73800,Verified,credit_card,12.48,0,749,55.2,Fully Paid
12000,60 months,17.04,298.49,D,1 year,RENT,58800,Verified,credit_card,16.65,0,688,64.7,Fully Paid
13300,60 months,10.2,283.9,B,10+ years,RENT,30600,Verified,debt_consolidation,20.48,0,710,33.0,Fully Paid
5200,36 months,7.58,161.94,A,5 years,RENT,43800,Verified,debt_consolidation,26.07,0,744,46.9,Fully Paid
11600,60 months,19.04,301.17,E,3 years,OWN,80900,Source Verified,small_business,21.01,1,685,35.1,Fully Paid
24800,60 months,10.91,538.1,B,10+ years,OWN,66400,Source Verified,debt_consolidation,18.73,1,698,47.0,Fully Paid
9700,60 months,13.54,223.4,D,10+ years,RENT,64800,Verified,debt_consolidation,22.66,1,674,29.7,Charged Off
4700,60 months,10.58,101.21,B,10+ years,MORTGAGE,56400,Verified,debt_consolidation,7.08,0,726,55.6,Charged Off
11000,60 months,6.31,214.25,A,10+ years,RENT,143800,Not Verified,credit_card,13.27,0,758,66.3,Fully Paid
17100,36 months,8.93,543.22,B,1 year,MORTGAGE,81000,Verified,credit_card,23.44,0,710,38.6,Fully Paid
11400,36 months,13.53,387.03,C,,MORTGAGE,41300,Not Verified,car,25.0,0,720,80.6,Charged Off
15700,60 months,13.53,361.5,C,10+ years,RENT,49900,Source Verified,home_improvement,6.17,0,693,88.1,Fully Paid
8400,36 months,16.33,296.69,D,,RENT,17600,Not Verified,small_business,14.05,0,686,72.7,Charged Off
14800,36 months,14.54,509.72,C,10+ years,RENT,366200,Not Verified,debt_consolidation,23.79,0,684,32.4,Fully Paid
37000,60 months,12.6,834.31,C,10+ years,MORTGAGE,46800,Source Verified,debt_consolidation,12.7,0,696,10.4,Fully Paid
14800,36 months,7.85,462.75,A,10+ years,RENT,80500,Not Verified,debt_consolidation,11.13,0,743,26.5,Fully Paid
7100,36 months,15.55,248.04,D,2 years,MORTGAGE,31800,Source Verified,car,18.88,0,668,39.1,Charged Off
9900,36 months,10.98,324.02,B,3 years,MORTGAGE,24500,Not Verified,debt_consolidation,11.43,0,698,39.4,Fully Paid
13400,60 months,11.09,291.95,B,10+ years,RENT,62500,Verified,credit_card,33.51,2,722,62.3,Fully Paid
13600,36 months,6.58,417.32,A,10+ years,RENT,76200,Not Verified,debt_consolidation,6.67,0,741,38.5,Fully Paid
25000,36 months,10.96,817.99,B,7 years,RENT,57600,Verified,other,33.08,0,722,54.3,Charged Off
13100,60 months,24.68,382.05,G,4 years,RENT,41300,Not Verified,debt_consolidation,20.59,1,644,60.1,Charged Off
8500,60 months,16.93,210.93,D,2 years,MORTGAGE,45600,Verified,credit_card,13.1,0,701,34.0,Fully Paid
17600,36 months,14.2,603.24,C,10+ years,RENT,37800,Source Verified,credit_card,5.93,0,703,40.4,Fully Paid
12400,60 months,19.11,322.41,F,10+ years,RENT,30500,Verified,debt_consolidation,10.62,1,656,41.9,Fully Paid
8400,36 months,5.0,251.76,A,10+ years,MORTGAGE,44900,Source Verified,debt_consolidation,6.04,0,743,63.7,Fully Paid
3400,36 months,19.31,125.16,E,1 year,OWN,69900,Verified,major_purchase,28.63,0,648,69.5,Fully Paid
8100,36 months,6.99,250.07,A,< 1 year,RENT,41000,Verified,debt_consolidation,16.33,0,722,20.4,Fully Paid
12200,36 months,21.46,462.52,E,8 years,RENT,23900,Source Verified,credit_card,5.2,1,669,49.6,Fully Paid
19200,60 months,10.67,414.3,B,10+ years,MORTGAGE,106200,Verified,credit_card,10.8,0,717,61.0,Fully Paid
17900,36 months,8.12,561.91,A,6 years,MORTGAGE,29000,Not Verified,debt_consolidation,18.8,0,737,77.1,Charged Off
23100,36 months,11.03,756.59,B,10+ years,RENT,87200,Not Verified,debt_consolidation,13.59,1,720,81.6,Fully Paid
10100,36 months,9.76,324.76,B,2 years,MORTGAGE,65200,Source Verified,debt_consolidation,15.62,0,726,37.0,Fully Paid
16300,36 months,11.06,534.1,B,10+ years,RENT,94500,Not Verified,debt_consolidation,18.16,0,697,63.3,Fully Paid
20700,36 months,9.41,662.21,B,10+ years,MORTGAGE,97900,Verified,other,5.44,0,709,26.9,Fully Paid
8900,36 months,20.29,332.07,E,4 years,RENT,37300,Verified,small_business,27.62,0,664,33.0,Fully Paid
11100,60 months,5.24,210.69,A,2 years,MORTGAGE,77700,Source Verified,debt_consolidation,16.24,0,744,30.9,Fully Paid
